עומר טייכר | מדריך וטכנאי מחשבים: (22:32) : דקה שיש ודקה אני מתחיל. 
רחלי יהושע: (1:34:17) : תפרגן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:23) : אדיר אותי תהלל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:26) : כמה אני יפה כמה אני 
רחלי יהושע: (1:34:30) : עוזר תקשיב אתה מהמם ואתה 
Zo: (1:34:33) : גאון 
רחלי יהושע: (1:34:34) : גאון. 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:34:37) : בואי 
רחלי יהושע: (1:34:38) : אם אתה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:38) : רוצה 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:34:39) : לי לטיפ 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:39) : אגו 
רחלי יהושע: (1:34:39) : אני יודעת ללטיפ אגו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:41) : לא הכל טוב. אגב הרבה פעמים אנשים שואלים אותי איך אני מסביר כל כך טוב אז אמא שלי הייתה גננת כמעט 40 שנה. 
רחלי יהושע: (1:34:49) : עבר 
עומר טייכר | מדריך וטכנאי מחשבים: (1:34:50) : שלי הקים את אורות מבוגרים באשדודו, הוא היה מדריך לחשמל ואלקטרוניקה וכנראה גנים אתם יודעים גנים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:00) : הם היו מקריאים לי סיפורים לפני השינה כנראה לקחתי את זה לחיים את הסיפורים לפני השינה. תתמום 
גרשון דנקנר | עיצוב ופיתוח אתרים בוורדפרס: (1:35:08) : בבקשה אורע. 
Shlomo Batsia: (1:35:09) : עומר תוכל 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:10) : בבקשה 
Shlomo Batsia: (1:35:11) : לחזור על היסטוריית הלוח אבל באנגלית אני מחפש אצלי בזלול. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:16) : אוקיי איסטוריה תלוך באנגלית אוקיי אני אני חפש בגוגל. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:25) : לוקחים על לוקחים 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:28) : על הכפתור במקלדת של הווינדוס פלוס. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:33) : תלך לחצת לא 
Shlomo Batsia: (1:35:34) : אבל באיזה אפליקציה אני צריך להיות? בשום 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:37) : אפליקציה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:40) : ב windows הכללי בכל מקום. 
Shlomo Batsia: (1:35:43) : הופיע. 
Shlomo Batsia: (1:35:47) : זה הכליבורד, 
חיה: (1:35:48) : windows plus מה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:50) : נכון, כליבורד איסטורי נכון, 
חיה: (1:35:53) : windows plus מה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:35:58) : אתם לא תאמינו, בעוד שתתחילו להשתמש בזה, כמה זה משפר את החיים, אני משתמש בזה, אני חושב שלוש שנים מאז שאני הכרתי את האפשרות הזאת אני לא חושב שקראתי לפני שלוש שנים לי זה חוסך. ים של זמן בעבודה עכשיו בהתחלה אתם יודעים אתם עדיין לא רגילים, אתם לוחצים על Ctrl V, Ctrl C, 
Eli: (1:36:19) : הדבר 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:20) : שמתחילים להתרגל זה פשוט חוסך המון זמן. 
חיה: (1:36:25) : Windows פלוס מה? סליחה, אני לא שמתי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:28) : VVV. 
חיה: (1:36:30) : כמו ויקטור? הוא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:31) : כמו ויקטור, הוא ניצחנו, ניצחנו. ניצחון מוכרח. 
Zo: (1:36:37) : מה? 
Shlomo Batsia: (1:36:38) : אני אומר תודה רבה, אני פורשתי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:40) : כן, בכיף שלום אותך. אשיר לך ערב טוב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:48) : אני, יש לי עוד, אתם רואים, אני איתכם עד שמעיפים אותנו, אני פה. 
רחלי יהושע: (1:36:54) : אתם 
עומר טייכר | מדריך וטכנאי מחשבים: (1:36:54) : יכולים לשאול משהו עד שמעיפים אותנו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:00) : תקשיב 
רחלי יהושע: (1:37:01) : אני מחכתי את 
Zizi Katz: (1:37:03) : רבה, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:04) : בכיף שמחתי אם למדתם משהו. 
SHOSH B: (1:37:07) : שלום אני נכנסתי מאוחר ואני שמעתי את ה windows v וזה לא עושה לי כלום windows v 
SHOSH B: (1:37:16) : זה בעברית כן windows v אז הוא כותב לי אין אפשרות להציג היסטוריה. 
SHOSH B: (1:37:25) : אז לעשות נו ומה זה עושה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:29) : לא הייתי 
רחלי יהושע: (1:37:29) : בארצה הבאה. 
SHOSH B: (1:37:31) : שמתי תהיה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:33) : אחרונה. 
SHOSH B: (1:37:34) : אני 
רחלי יהושע: (1:37:35) : אשמח. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:36) : הרצאה הבאה אני לא יודע כרגע כי בחודש הבאתי יהיה פרק השלישי שלא ואני אדבר על סיסמאות איך שומרים. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:46) : מה. מה? איפה הייתי 
רחלי יהושע: (1:37:47) : בחלק הראשון? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:48) : שאלה מה זה היה בחודש הקודם, אבל אני אני אני אני מצטער לדייק אותם ולהריץ את ההרצאות האלה, לדייק את התוכן, ירוצו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:37:58) : יש לי חמש הרצאות סך הכל שאני אדייק אותם, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:03) : זה הולך להיות פרילוגיה מיומנו 1, 2, 3, חודש הבא יהיה השלישי ואני אתחיל לחזור אחריהם עם כל מיני שידורוגים של טיפים, אני אחליף טיפים אולי, אבל זה יהיה הבסיס. 
SHOSH B: (1:38:15) : אבל מה שאמרת וינטוס וי, אז מה כתוב ללוח ומה אני מבינה, מה אני צריכה לעשות? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:22) : את לא מבינה קריין, כי לא היית בהרצאה שוש, 
SHOSH B: (1:38:25) : תהיי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:25) : בהרצאה הבאה, או שאני, זה לא, לא הפעלתי את ההקלטה, אז אני יכולת שאני, לא, לא, 
SHOSH B: (1:38:32) : אין בעיה, אין בעיה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:33) : אני פשוט לא יכול לחזור כי זה, את יודעת, זה, 
SHOSH B: (1:38:35) : לא, לא, זה בסדר גמור, זה בסדר. אני, אני אני אצטרף להרצאות הבאות בסדר. 
Eli: (1:38:43) : שאלה לשאול משהו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:45) : כדאי חולה 
rg: (1:38:46) : אפשר לנקות את המעברר של הלפטופ? את 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:49) : לא יכולה לנקות, צריכה מישהו, זה מורכב מדי. אבל דרך אגב, המעברר של הלפטופ, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:38:55) : כמעט ולא נכנס אבק למחשבים נהדים, אין לך יותר מדי מה לדאוגו. אם אתה ממש רוצה לנקות והלפטופ יש לו המון שנים, עדיף שתפני לטכנאי, זה קצת מסובך, זה לא כמו מחשב נייח. 
Eli: (1:39:09) : יש 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:09) : מחשבים שהוא 
rg: (1:39:11) : נמצא 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:11) : עמוק בתוך, זה בעיה. 
rg: (1:39:16) : ואיך יודעים מה הטמפרטורה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:21) : של בלפטופ? אותו דבר, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:24) : כמו שהראיתי את מתקינת התוכנה ספייסי, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:29) : את מתקינת תוכנה ספייסי, ושם את יראית את הטמפרטורות, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:36) : ספייסי 
rg: (1:39:37) : זה SPECY. 
Zo: (1:39:42) : אלי 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:42) : רצית לשאול משהו? עוד 
rg: (1:39:44) : פעם? 
Eli: (1:39:45) : כן אתה התכוונת שכל מי שיש לו i5 יכול לשדרג ל-Windows 11? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:52) : מי דור 8 ומעלה? 
Eli: (1:39:55) : אני יודע שיש לי i5 בלפטר. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:39:58) : אבל אתה צריך לדעת איזה דור המעבד. 
Eli: (1:40:02) : אוקיי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:03) : תתקין את Spacy, אתה תוכל לראות שם את הדור, הראיתי איך רואים את הדור. אם אתה לא יודע, אם אתה מסתבך, אתה יכול להתקשר אליי, לא הראתי את השירותים שלי, לא הראתי שום דבר, לא נורא, כל טוב. אז 
SHOSH B: (1:40:18) : יש לך זמן 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:19) : עכשיו. אני אשלח קישור בסוף ההרצאה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:22) : גם 
SHOSH B: (1:40:22) : עכשיו אתה יכול להראות לנו. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:27) : אבל כנראה לי כולם כבר חרדומים אבל. 
SHOSH B: (1:40:31) : אני 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:31) : שואל בסוף ההרצאה קישור עם כל הפרטים אל תדאגי, שוש. אפשר 
Zo: (1:40:35) : לשאול משהו? מה? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:37) : אתה יכול לשאול? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:39) : תראה, 
Zo: (1:40:40) : אני רואה שה-CPU אצלי זה אינטל חמש קור איי חמש. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:44) : אוקיי. 11 
Zo: (1:40:45) : 600, יכול להיות שהוא דור 11? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:47) : כן 
SHOSH B: (1:40:49) : היום 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:49) : אנחנו בדור 15 
Zo: (1:40:54) : טוב זכית את זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:40:56) : מה זכית? אתה שילמת איזה כסף? מה זכית? 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:00) : ומה זכית? הבעל אותו? 
Zo: (1:41:02) : מה זה? 
SHOSH B: (1:41:03) : הוא דיבר על הסלולרי? לא, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:05) : על המחשב 
Zo: (1:41:06) : על היד 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:06) : שלו. 
SHOSH B: (1:41:09) : יש לך 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:09) : ווינדאוס 11 אני מניח, נכון? 
Zo: (1:41:11) : כן, כן. זה היה עוד בתקופה ש... הם דחפו אותי לשדרים. כן, כן. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:17) : שמייקלוסו 
Zo: (1:41:18) : דחף לי כל יום הודעות. 
רחלי יהושע: (1:41:23) : זה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:23) : טוב. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:26) : אתם רוצים שאני אגיד לכם לילה טוב? אם אני אשלח לכם את הסיכום בגישה עם הטלפון שלי והכל, ואתם אם תרצו תצאו איתי קשר, אני אשמח לעזור לכם, לא היום כי אני חצי מעולף, אבל מחר, רחל אני אהיה איתך. 
רחלי יהושע: (1:41:39) : לא, לא, אתה איתי, אתה איתי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:42) : אז אני 
רחלי יהושע: (1:41:42) : יוצא, 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:43) : אני יוצא מהזום, יאללה, ביי. אני 
רחלי יהושע: (1:41:45) : לא רואה אותך עכשיו, אלה, תקשר. רומי, 
Zo: (1:41:47) : תודה רבה. 
SHOSH B: (1:41:48) : תודה רבה. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:49) : ביי, 
Zo: (1:41:49) : ביי. 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:49) : תודה 
Eli: (1:41:50) : רבה. תודה 
עומר טייכר | מדריך וטכנאי מחשבים: (1:41:51) : רבה. ביי.
